# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   69       2.472955422207e-10       4.225894021002e-14      -7.078016860458e-13       0.000000000000e+00       2.560814048119e-11       3.009386039490e-12      -1.025453190060e-14 
   70       2.505465928587e-10       4.399953289160e-14      -7.663340434298e-13       0.000000000000e+00       2.475283995660e-11       2.922181647524e-12      -1.014090891314e-14 
   71       2.538275210799e-10       4.577061522556e-14      -8.265536271172e-13       0.000000000000e+00       2.393402025697e-11       2.838611802580e-12      -1.000813957209e-14 
   72       2.571373630952e-10       4.757129881890e-14      -8.884670308108e-13       0.000000000000e+00       2.314719057619e-11       2.758307897192e-12      -9.850125068057e-15 
   73       2.604770642367e-10       4.940048373845e-14      -9.520439715290e-13       0.000000000000e+00       2.239173396396e-11       2.681213696133e-12      -9.669735634147e-15 
   74       2.638478250509e-10       5.125695923457e-14      -1.017241459513e-12       0.000000000000e+00       2.166770244650e-11       2.607316601651e-12      -9.472711964997e-15 
   75       2.672504908305e-10       5.313943928150e-14      -1.084012461168e-12       0.000000000000e+00       2.097464638680e-11       2.536549108108e-12      -9.265481990396e-15 
   76       2.706855291177e-10       5.504656138729e-14      -1.152305823941e-12       0.000000000000e+00       2.031159012255e-11       2.468786157002e-12      -9.055183920090e-15 
   77       2.741530072074e-10       5.697688540379e-14      -1.222066201213e-12       0.000000000000e+00       1.967700760412e-11       2.403842491988e-12      -8.849689288579e-15 
   78       2.776525696499e-10       5.892889233659e-14      -1.293233977179e-12       0.000000000000e+00       1.906879803246e-11       2.341470013901e-12      -8.657625999924e-15 
   79       2.811834157540e-10       6.090098315496e-14      -1.365745191732e-12       0.000000000000e+00       1.848426149709e-11       2.281355135774e-12      -8.488401372546e-15 
   80       2.847447410809e-10       6.289153154151e-14      -1.439537071913e-12       0.000000000000e+00       1.792076959310e-11       2.223197238656e-12      -8.349982900839e-15 
   81       2.883371997183e-10       6.489905530904e-14      -1.514565897814e-12       0.000000000000e+00       1.737796499208e-11       2.166965549162e-12      -8.241745993743e-15 
   82       2.919616560736e-10       6.692207271989e-14      -1.590792116776e-12       0.000000000000e+00       1.685590117707e-11       2.112682253239e-12      -8.160420384327e-15 
   83       2.956187297488e-10       6.895905100215e-14      -1.668175040671e-12       0.000000000000e+00       1.635437007688e-11       2.060344232206e-12      -8.102203896044e-15 
   84       2.993087816358e-10       7.100840615854e-14      -1.746672874613e-12       0.000000000000e+00       1.587289057402e-11       2.009921919648e-12      -8.062743963778e-15 
   85       3.030319000117e-10       7.306850277520e-14      -1.826242745664e-12       0.000000000000e+00       1.541069701265e-11       1.961358158294e-12      -8.037119154880e-15 
   86       3.067878866346e-10       7.513765383052e-14      -1.906840731550e-12       0.000000000000e+00       1.496672770650e-11       1.914567056915e-12      -8.019820690208e-15 
   87       3.105762428386e-10       7.721412050405e-14      -1.988421889363e-12       0.000000000000e+00       1.453961344681e-11       1.869432847206e-12      -8.004733965168e-15 
   88       3.143961556295e-10       7.929611198527e-14      -2.070940284275e-12       0.000000000000e+00       1.412766601026e-11       1.825808740674e-12      -7.985120070753e-15 
   89       3.182468096187e-10       8.138180997349e-14      -2.154347504967e-12       0.000000000000e+00       1.372928019488e-11       1.783553097794e-12      -7.955062182656e-15 
   90       3.221284092126e-10       8.346944699864e-14      -2.238587880436e-12       0.000000000000e+00       1.334423725398e-11       1.742646929510e-12      -7.914105033593e-15 
   91       3.260412918995e-10       8.555724009139e-14      -2.323602562268e-12       0.000000000000e+00       1.297258570674e-11       1.703092807562e-12      -7.863312563018e-15 
   92       3.299856077883e-10       8.764336736212e-14      -2.409330977073e-12       0.000000000000e+00       1.261424078907e-11       1.664878617105e-12      -7.803871255161e-15 
   93       3.339613105855e-10       8.972596817963e-14      -2.495710832525e-12       0.000000000000e+00       1.226897915672e-11       1.627976972581e-12      -7.737093605661e-15 
   94       3.379681485719e-10       9.180314334990e-14      -2.582678123402e-12       0.000000000000e+00       1.193643358842e-11       1.592344633587e-12      -7.664421588194e-15 
   95       3.420056555797e-10       9.387295529484e-14      -2.670167137627e-12       0.000000000000e+00       1.161608768896e-11       1.557921920756e-12      -7.587430121101e-15 
   96       3.460731419694e-10       9.593342823099e-14      -2.758110462299e-12       0.000000000000e+00       1.130727059231e-11       1.524632131623e-12      -7.507830534018e-15 
   97       3.501696856066e-10       9.798254834832e-14      -2.846438989741e-12       0.000000000000e+00       1.100915166473e-11       1.492380956505e-12      -7.427474034507e-15 
   98       3.542941228388e-10       1.000182639889e-13      -2.935081923532e-12       0.000000000000e+00       1.072073520787e-11       1.461055894368e-12      -7.348355174680e-15 
   99       3.584453389924e-10       1.020385324493e-13      -3.023968180961e-12       0.000000000000e+00       1.044108869559e-11       1.430552939918e-12      -7.272211938539e-15 
  100       3.626232063153e-10       1.040414675644e-13      -3.113030813994e-12       0.000000000000e+00       1.017007582093e-11       1.400862220579e-12      -7.199253878110e-15 
  101       3.668277627416e-10       1.060252134568e-13      -3.202203228630e-12       0.000000000000e+00       9.907717921909e-12       1.371993460556e-12      -7.129259430628e-15 
  102       3.710589188994e-10       1.079879005130e-13      -3.291417867024e-12       0.000000000000e+00       9.653967275839e-12       1.343949541384e-12      -7.061961821336e-15 
  103       3.753164527185e-10       1.099276461265e-13      -3.380606230459e-12       0.000000000000e+00       9.408704633134e-12       1.316726248371e-12      -6.997047640663e-15 
  104       3.796000040376e-10       1.118425554426e-13      -3.469698902304e-12       0.000000000000e+00       9.171736751136e-12       1.290312017022e-12      -6.934155421409e-15 
  105       3.839090692117e-10       1.137307221016e-13      -3.558625570983e-12       0.000000000000e+00       8.942793927931e-12       1.264687679480e-12      -6.872874215927e-15 
  106       3.882429957198e-10       1.155902289830e-13      -3.647315052938e-12       0.000000000000e+00       8.721527536173e-12       1.239826210955e-12      -6.812742173310e-15 
  107       3.926009767723e-10       1.174191489492e-13      -3.735695315593e-12       0.000000000000e+00       8.507507556905e-12       1.215692476159e-12      -6.753245116569e-15 
  108       3.969820459184e-10       1.192155455895e-13      -3.823693500323e-12       0.000000000000e+00       8.300220113374e-12       1.192242975738e-12      -6.693815119818e-15 
  109       4.013850716533e-10       1.209774739641e-13      -3.911235945415e-12       0.000000000000e+00       8.099065004860e-12       1.169425592707e-12      -6.633829085456e-15 
  110       4.058089473907e-10       1.227030297063e-13      -3.998248710276e-12       0.000000000000e+00       7.903491010197e-12       1.147191750288e-12      -6.572735462754e-15 
  111       4.102532005810e-10       1.243905018768e-13      -4.084659175036e-12       0.000000000000e+00       7.713426769951e-12       1.125535197861e-12      -6.510455887976e-15 
  112       4.147174518175e-10       1.260382411546e-13      -4.170394689590e-12       0.000000000000e+00       7.528900689072e-12       1.104457737333e-12      -6.447032521905e-15 
  113       4.192012230078e-10       1.276446144325e-13      -4.255382118227e-12       0.000000000000e+00       7.349906997113e-12       1.083957125372e-12      -6.382504341709e-15 
  114       4.237039339011e-10       1.292080060358e-13      -4.339547867518e-12       0.000000000000e+00       7.176404636052e-12       1.064026941816e-12      -6.316906977506e-15 
  115       4.282248986155e-10       1.307268189418e-13      -4.422817914213e-12       0.000000000000e+00       7.008316148118e-12       1.044656458088e-12      -6.250272548918e-15 
  116       4.327633221661e-10       1.321994759990e-13      -4.505117833129e-12       0.000000000000e+00       6.845526563612e-12       1.025830505609e-12      -6.182629501634e-15 
  117       4.373182969918e-10       1.336244211457e-13      -4.586372825039e-12       0.000000000000e+00       6.687882288728e-12       1.007529344209e-12      -6.114002443960e-15 
  118       4.418887994832e-10       1.350001206299e-13      -4.666507744568e-12       0.000000000000e+00       6.535189993378e-12       9.897285305402e-13      -6.044411983384e-15 
  119       4.464736865101e-10       1.363250642278e-13      -4.745447128079e-12       0.000000000000e+00       6.387215499012e-12       9.723987864919e-13      -5.973874563130e-15 
  120       4.510716919486e-10       1.375977664634e-13      -4.823115221568e-12       0.000000000000e+00       6.243682666443e-12       9.555058676005e-13      -5.902402298719e-15 
  121       4.556814232093e-10       1.388167678273e-13      -4.899436008554e-12       0.000000000000e+00       6.104272283669e-12       9.390104314635e-13      -5.830002814523e-15 
  122       4.603013577641e-10       1.399806359961e-13      -4.974333237969e-12       0.000000000000e+00       5.968620953692e-12       9.228679061518e-13      -5.756679080326e-15 
  123       4.649300272373e-10       1.410880145590e-13      -5.047731417181e-12       0.000000000000e+00       5.836399524276e-12       9.070388884249e-13      -5.682457888113e-15 
  124       4.695666010217e-10       1.421377729393e-13      -5.119558860822e-12       0.000000000000e+00       5.707560948472e-12       8.915219712791e-13      -5.607479334877e-15 
  125       4.742103634774e-10       1.431288760741e-13      -5.189745046408e-12       0.000000000000e+00       5.582118935379e-12       8.763244572641e-13      -5.531917359617e-15 
  126       4.788605303975e-10       1.440603400258e-13      -5.258219715702e-12       0.000000000000e+00       5.460070477294e-12       8.614521182300e-13      -5.455952085121e-15 
  127       4.835162470113e-10       1.449312335749e-13      -5.324912910194e-12       0.000000000000e+00       5.341395363362e-12       8.469091465872e-13      -5.379769879859e-15 
  128       4.881765859875e-10       1.457406798131e-13      -5.389755006593e-12       0.000000000000e+00       5.226055693214e-12       8.326981065655e-13      -5.303563419878e-15 
  129       4.928405454375e-10       1.464878577363e-13      -5.452676752305e-12       0.000000000000e+00       5.113995390616e-12       8.188198854734e-13      -5.227531750697e-15 
  130       4.975070469185e-10       1.471720038373e-13      -5.513609300919e-12       0.000000000000e+00       5.005139717109e-12       8.052736449573e-13      -5.151880349201e-15 
  131       5.021749334368e-10       1.477924136989e-13      -5.572484247695e-12       0.000000000000e+00       4.899394785657e-12       7.920567722612e-13      -5.076821185533e-15 
  132       5.068429674509e-10       1.483484435866e-13      -5.629233665044e-12       0.000000000000e+00       4.796647074289e-12       7.791648314855e-13      -5.002572784991e-15 
  133       5.115098288747e-10       1.488395120419e-13      -5.683790138017e-12       0.000000000000e+00       4.696762939744e-12       7.665915148469e-13      -4.929360289919e-15 
  134       5.161741130810e-10       1.492651014750e-13      -5.736086799785e-12       0.000000000000e+00       4.599588131115e-12       7.543285939373e-13      -4.857415521606e-15 
  135       5.208343289042e-10       1.496247597575e-13      -5.786057367128e-12       0.000000000000e+00       4.504947303490e-12       7.423658709831e-13      -4.786977042174e-15 
  136       5.254888966440e-10       1.499181018159e-13      -5.833636175917e-12       0.000000000000e+00       4.412643531605e-12       7.306911301050e-13      -4.718290216477e-15 
  137       5.301362834773e-10       1.501448392039e-13      -5.878758837049e-12       0.000000000000e+00       4.322500097696e-12       7.192925405346e-13      -4.651547209406e-15 
  138       5.347754297359e-10       1.503048689041e-13      -5.921364205746e-12       0.000000000000e+00       4.234491764948e-12       7.081662501082e-13      -4.586699839184e-15 
  139       5.394053631590e-10       1.503981967783e-13      -5.961392684268e-12       0.000000000000e+00       4.148626229206e-12       6.973094887856e-13      -4.523627385488e-15 
  140       5.440250643280e-10       1.504249121665e-13      -5.998785658802e-12       0.000000000000e+00       4.064902847591e-12       6.867181543261e-13      -4.462194600035e-15 
  141       5.486334655420e-10       1.503851896577e-13      -6.033485538884e-12       0.000000000000e+00       3.983312420465e-12       6.763867791112e-13      -4.402251387238e-15 
  142       5.532294496930e-10       1.502792908597e-13      -6.065435796824e-12       0.000000000000e+00       3.903836973402e-12       6.663084969667e-13      -4.343632484856e-15 
  143       5.578118491414e-10       1.501075661702e-13      -6.094581007129e-12       0.000000000000e+00       3.826449539152e-12       6.564750099853e-13      -4.286157144650e-15 
  144       5.623794445912e-10       1.498704565470e-13      -6.120866885922e-12       0.000000000000e+00       3.751113939605e-12       6.468765553488e-13      -4.229628813033e-15 
  145       5.669309639655e-10       1.495684952788e-13      -6.144240330368e-12       0.000000000000e+00       3.677784567764e-12       6.375018721505e-13      -4.173834811724e-15 
  146       5.714650812820e-10       1.492023097554e-13      -6.164649458098e-12       0.000000000000e+00       3.606406169707e-12       6.283381682178e-13      -4.118546018399e-15 
  147       5.759804155279e-10       1.487726232385e-13      -6.182043646625e-12       0.000000000000e+00       3.536913626555e-12       6.193710869340e-13      -4.063516547347e-15 
  148       5.804755295359e-10       1.482802566320e-13      -6.196373572777e-12       0.000000000000e+00       3.469231736439e-12       6.105846740614e-13      -4.008483430119e-15 
  149       5.849489288590e-10       1.477261302528e-13      -6.207591252109e-12       0.000000000000e+00       3.403274996467e-12       6.019613445630e-13      -3.953166296182e-15 
  150       5.893990606463e-10       1.471112656009e-13      -6.215650078334e-12       0.000000000000e+00       3.338947384690e-12       5.934818494253e-13      -3.897267053575e-15 
  151       5.938243125181e-10       1.464367871304e-13      -6.220504862741e-12       0.000000000000e+00       3.276142142069e-12       5.851252424807e-13      -3.840469569554e-15 
  152       5.982230114414e-10       1.457039240197e-13      -6.222111873619e-12       0.000000000000e+00       3.214741554441e-12       5.768688472294e-13      -3.782439351255e-15 
  153       6.025935462943e-10       1.449139961880e-13      -6.220429117671e-12       0.000000000000e+00       3.154641292166e-12       5.686934871708e-13      -3.722904723351e-15 
  154       6.069347507437e-10       1.440683671564e-13      -6.215417130712e-12       0.000000000000e+00       3.095826433242e-12       5.605997935829e-13      -3.661909522320e-15 
  155       6.112455539724e-10       1.431684901610e-13      -6.207038335962e-12       0.000000000000e+00       3.038302122739e-12       5.525933571393e-13      -3.599583387314e-15 
  156       6.155248596980e-10       1.422159251899e-13      -6.195256848977e-12       0.000000000000e+00       2.982069557941e-12       5.446795942974e-13      -3.536062468746e-15 
  157       6.197715456775e-10       1.412123406731e-13      -6.180038518301e-12       0.000000000000e+00       2.927125895384e-12       5.368637409274e-13      -3.471489524000e-15 
  158       6.239844632133e-10       1.401595151727e-13      -6.161350966125e-12       0.000000000000e+00       2.873464157888e-12       5.291508459419e-13      -3.406014013146e-15 
  159       6.281624366581e-10       1.390593390734e-13      -6.139163628940e-12       0.000000000000e+00       2.821073141600e-12       5.215457649244e-13      -3.339792194651e-15 
  160       6.323042629205e-10       1.379138162730e-13      -6.113447798192e-12       0.000000000000e+00       2.769937323029e-12       5.140531537588e-13      -3.272987221095e-15 
  161       6.364087109699e-10       1.367250658721e-13      -6.084176660940e-12       0.000000000000e+00       2.720036766086e-12       5.066774622587e-13      -3.205769234877e-15 
  162       6.404745213421e-10       1.354953238650e-13      -6.051325340506e-12       0.000000000000e+00       2.671347029119e-12       4.994229277961e-13      -3.138315463936e-15 
  163       6.445004056448e-10       1.342269448294e-13      -6.014870937136e-12       0.000000000000e+00       2.623839071953e-12       4.922935689309e-13      -3.070810317456e-15 
  164       6.484850460625e-10       1.329224036173e-13      -5.974792568650e-12       0.000000000000e+00       2.577479162924e-12       4.852931790399e-13      -3.003445481583e-15 
  165       6.524270948619e-10       1.315842970447e-13      -5.931071411100e-12       0.000000000000e+00       2.532228785922e-12       4.784253199456e-13      -2.936420015137e-15 
  166       6.563251738975e-10       1.302153455824e-13      -5.883690739426e-12       0.000000000000e+00       2.488044547426e-12       4.716933155462e-13      -2.869940445323e-15 
  167       6.601778741167e-10       1.288183950459e-13      -5.832635968108e-12       0.000000000000e+00       2.444878083539e-12       4.651002454438e-13      -2.804220863447e-15 
  168       6.639837550649e-10       1.273964182858e-13      -5.777894691825e-12       0.000000000000e+00       2.402675967030e-12       4.586489385740e-13      -2.739483020623e-15 
  169       6.677413443914e-10       1.259525168784e-13      -5.719456726106e-12       0.000000000000e+00       2.361379614370e-12       4.523419668350e-13      -2.675956423492e-15 
  170       6.714491373540e-10       1.244899228152e-13      -5.657314147989e-12       0.000000000000e+00       2.320925192769e-12       4.461816387167e-13      -2.613878429929e-15 
  171       6.751056946629e-10       1.230119028830e-13      -5.591460621098e-12       0.000000000000e+00       2.281256534790e-12       4.401693864098e-13      -2.553443487417e-15 
  172       6.787099462017e-10       1.215214593144e-13      -5.521889222623e-12       0.000000000000e+00       2.242365285202e-12       4.343038831245e-13      -2.494645898142e-15 
  173       6.822609118007e-10       1.200216072997e-13      -5.448594512212e-12       0.000000000000e+00       2.204253939060e-12       4.285827558528e-13      -2.437424065849e-15 
  174       6.857576050856e-10       1.185154713346e-13      -5.371573268692e-12       0.000000000000e+00       2.166923095860e-12       4.230031689794e-13      -2.381710062129e-15 
