# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   66       2.379390199465e-10       3.739428031906e-14      -5.426729753219e-13       1.772027958267e-16       2.843238288321e-11       3.295873312893e-12      -1.055224218134e-14 
   67       2.411021611557e-10       3.904323587542e-14      -5.962139217156e-13       1.826330518018e-16       2.744508595711e-11       3.196029126774e-12      -1.045383643008e-14 
   68       2.442959922901e-10       4.072496509114e-14      -6.514036415325e-13       1.881449157235e-16       2.650443242270e-11       3.100584124132e-12      -1.035658842068e-14 
   69       2.475208507505e-10       4.243875732716e-14      -7.082522168282e-13       1.937383878975e-16       2.560814048119e-11       3.009386039490e-12      -1.025453190060e-14 
   70       2.507764673758e-10       4.418385537010e-14      -7.667714597608e-13       1.994134759149e-16       2.475283995660e-11       2.922181647524e-12      -1.014090891314e-14 
   71       2.540619297362e-10       4.595945513279e-14      -8.269750484923e-13       2.051701951094e-16       2.393402025697e-11       2.838611802580e-12      -1.000813957209e-14 
   72       2.573762677073e-10       4.776466660386e-14      -8.888694233635e-13       2.110085797190e-16       2.314719057619e-11       2.758307897192e-12      -9.850125068057e-15 
   73       2.607204218891e-10       4.959838868379e-14      -9.524241503467e-13       2.169287178365e-16       2.239173396396e-11       2.681213696133e-12      -9.669735634147e-15 
   74       2.640955884505e-10       5.145940967075e-14      -1.017596087967e-12       2.229307240242e-16       2.166770244650e-11       2.607316601651e-12      -9.472711964997e-15 
   75       2.675026082105e-10       5.334644271894e-14      -1.084338049208e-12       2.290147298912e-16       2.097464638680e-11       2.536549108108e-12      -9.265481990396e-15 
   76       2.709419441395e-10       5.525812465454e-14      -1.152598726457e-12       2.351808847950e-16       2.031159012255e-11       2.468786157002e-12      -9.055183920090e-15 
   77       2.744136588608e-10       5.719301479152e-14      -1.222322616455e-12       2.414293565418e-16       1.967700760412e-11       2.403842491988e-12      -8.849689288579e-15 
   78       2.779173921510e-10       5.914959374759e-14      -1.293449945245e-12       2.477603320879e-16       1.906879803246e-11       2.341470013901e-12      -8.657625999924e-15 
   79       2.814523384415e-10       6.112626226008e-14      -1.365916593123e-12       2.541740182399e-16       1.848426149709e-11       2.281355135774e-12      -8.488401372546e-15 
   80       2.850176887014e-10       6.312139381463e-14      -1.439659626765e-12       2.606706370889e-16       1.792076959310e-11       2.223197238656e-12      -8.349982900839e-15 
   81       2.886140939590e-10       6.513350566211e-14      -1.514635167173e-12       2.672504098554e-16       1.737796499208e-11       2.166965549162e-12      -8.241745993743e-15 
   82       2.922424160624e-10       6.716111547900e-14      -1.590803502308e-12       2.739135715048e-16       1.685590117707e-11       2.112682253239e-12      -8.160420384327e-15 
   83       2.959032721870e-10       6.920269000779e-14      -1.668123783858e-12       2.806603763598e-16       1.635437007688e-11       2.060344232206e-12      -8.102203896044e-15 
   84       2.995970209367e-10       7.125664486940e-14      -1.746554056021e-12       2.874910987036e-16       1.587289057402e-11       2.009921919648e-12      -8.062743963778e-15 
   85       3.033237484447e-10       7.332134437560e-14      -1.826051284292e-12       2.944060333830e-16       1.541069701265e-11       1.961358158294e-12      -8.037119154880e-15 
