# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   87       3.281118860998e+25       7.778879714912e-14       2.921085405414e-06       0.000000000000e+00      2.624204450600e+183      -2.604482996602e+25       7.928517515225e-06 
   88       2.698694200455e+25       7.987718158961e-14       3.238989160494e-06       0.000000000000e+00      2.545803701703e+183      -2.042539730357e+25       8.270442380782e-06 
   89       2.400509290062e+25       8.196871536953e-14       3.411177260836e-06       0.000000000000e+00      2.468879663888e+183      -1.405595828178e+25       8.233672938201e-06 
   90       2.375038496083e+25       8.406160607010e-14       3.413471450239e-06       0.000000000000e+00      2.393425503928e+183      -7.144953108722e+24       7.855283400679e-06 
   91       2.581634927050e+25       8.615404397326e-14       3.224548464962e-06       0.000000000000e+00      2.319448997982e+183       6.063715662158e+22       7.204921917900e-06 
   92       2.974835274347e+25       8.824418032938e-14       2.821973873361e-06       0.000000000000e+00      2.246937251001e+183       7.290615413184e+24       6.359840865685e-06 
   93       3.504217457224e+25       9.033012754892e-14       2.182178854808e-06       0.000000000000e+00      2.175855861182e+183       1.425092810529e+25       5.405116766199e-06 
   94       4.114258267812e+25       9.240995939396e-14       1.280436978604e-06       0.000000000000e+00      2.106148084426e+183       2.062302481019e+25       4.433870208168e-06 
   95       4.744191016137e+25       9.448171116992e-14       9.084098289571e-08       0.000000000000e+00      2.037733998788e+183       2.606321782550e+25       3.547485767081e-06 
   96       5.327863175133e+25       9.654337991709e-14      -1.413720446406e-06       0.000000000000e+00      1.970509668937e+183       3.020204175678e+25       2.855831925404e-06 
   97       5.793594025656e+25       9.859292460231e-14      -3.261585896713e-06       0.000000000000e+00      1.904346310608e+183       3.264361310498e+25       2.477480992789e-06 
   98       6.064032301499e+25       1.006282663105e-13      -5.482344449842e-06       0.000000000000e+00      1.839089455057e+183       3.296498985396e+25       2.539929026283e-06 
   99       6.077957155024e+25       1.026473366950e-13      -8.083102693564e-06       0.000000000000e+00      1.774622109728e+183       3.085317167774e+25       3.149420983664e-06 
  100       5.859512159263e+25       1.046482307442e-13      -1.097339992668e-05       0.000000000000e+00      1.711066254158e+183       2.653962633587e+25       4.295074057477e-06 
  101       5.458558873623e+25       1.066290761094e-13      -1.402965150145e-05       0.000000000000e+00      1.648608464810e+183       2.042640682889e+25       5.931519606500e-06 
  102       4.929730447761e+25       1.085879875439e-13      -1.711769485099e-05       0.000000000000e+00      1.587438405950e+183       1.295501655576e+25       8.007939771099e-06 
  103       4.332555246236e+25       1.105230676789e-13      -2.009252475632e-05       0.000000000000e+00      1.527748769816e+183       4.607437272585e+24       1.046791897202e-05 
  104       3.731580473171e+25       1.124324078003e-13      -2.279802861335e-05       0.000000000000e+00      1.469735216781e+183      -4.092842948797e+24       1.324929540917e-05 
  105       3.196495796910e+25       1.143140886257e-13      -2.506672169999e-05       0.000000000000e+00      1.413596315525e+183      -1.257980176212e+25       1.628401256043e-05 
  106       2.802256974675e+25       1.161661810803e-13      -2.671948244310e-05       0.000000000000e+00      1.359533483196e+183      -2.024385458807e+25       1.949797068044e-05 
  107       2.629209477228e+25       1.179867470739e-13      -2.756528768555e-05       0.000000000000e+00      1.307750925580e+183      -2.643082665561e+25       2.281087829939e-05 
  108       2.763212113522e+25       1.197738402773e-13      -2.740094795326e-05       0.000000000000e+00      1.258455577266e+183      -3.044092504336e+25       2.613610372181e-05 
  109       3.295760655365e+25       1.215255068989e-13      -2.601084272221e-05       0.000000000000e+00      1.211857041815e+183      -3.152771072090e+25       2.938052652536e-05 
  110       4.299345575245e+25       1.232398351873e-13      -2.324547217504e-05       0.000000000000e+00      1.168120424748e+183      -2.909679042717e+25       3.246348812110e-05 
  111       5.749675699689e+25       1.249151094728e-13      -1.926910615347e-05       0.000000000000e+00      1.127218100241e+183      -2.333299838079e+25       3.537671848189e-05 
  112       7.593685920769e+25       1.265496773847e-13      -1.434348090992e-05       0.000000000000e+00      1.089058773556e+183      -1.465192986901e+25       3.813183650371e-05 
  113       9.773294900475e+25       1.281419041288e-13      -8.752319817923e-06       0.000000000000e+00      1.053532375580e+183      -3.508320697750e+24       4.074197527486e-05 
  114       1.222528529600e+26       1.296901737431e-13      -2.801843248368e-06       0.000000000000e+00      1.020509540016e+183       9.603017918584e+24       4.322182128044e-05 
  115       1.488118398499e+26       1.311928903528e-13       3.178721554221e-06       0.000000000000e+00      9.898410805825e+182       2.414626446720e+25       4.558765360697e-05 
  116       1.766714229089e+26       1.326484794261e-13       8.836630595426e-06       0.000000000000e+00      9.613574682103e+182       3.954365224707e+25       4.785738314692e-05 
  117       2.050381620814e+26       1.340553890293e-13       1.379511325467e-05       0.000000000000e+00      9.348683082398e+182       5.517453447902e+25       5.005059180327e-05 
  118       2.330624662750e+26       1.354120910828e-13       1.765286240897e-05       0.000000000000e+00      9.101618176170e+182       7.037444941591e+25       5.218857169407e-05 
  119       2.598373956135e+26       1.367170826160e-13       1.998352455664e-05       0.000000000000e+00      8.870043020906e+182       8.443418545273e+25       5.429436435697e-05 
  120       2.843974636889e+26       1.379688870230e-13       2.033518994107e-05       0.000000000000e+00      8.651396334096e+182       9.659884623673e+25       5.639279995382e-05 
  121       3.057174398151e+26       1.391660553179e-13       1.822988267443e-05       0.000000000000e+00      8.442887265192e+182       1.060669157776e+26       5.851053647522e-05 
  122       3.227111512802e+26       1.403071673906e-13       1.316305086141e-05       0.000000000000e+00      8.241490167586e+182       1.119893235574e+26       6.067609894504e-05 
  123       3.344788175149e+26       1.413908810544e-13       4.752856788234e-06       0.000000000000e+00      8.044532514328e+182       1.136682841974e+26       6.291049044121e-05 
  124       3.410837774471e+26       1.424160828970e-13      -6.791446570570e-06       0.000000000000e+00      7.851546258288e+182       1.111816731704e+26       6.519772031849e-05 
  125       3.428631523111e+26       1.433817572066e-13      -2.108479442626e-05       0.000000000000e+00      7.662620297476e+182       1.048289526832e+26       6.751094833054e-05 
  126       3.401880559577e+26       1.442869413457e-13      -3.771062890051e-05       0.000000000000e+00      7.477825825900e+182       9.493845216440e+25       6.982157494029e-05 
  127       3.334643525110e+26       1.451307273831e-13      -5.622023030164e-05       0.000000000000e+00      7.297215772278e+182       8.186800516523e+25       7.209920634534e-05 
  128       3.231334140265e+26       1.459122637250e-13      -7.613204840083e-05       0.000000000000e+00      7.120824238760e+182       6.600558625988e+25       7.431161950317e-05 
  129       3.096728781480e+26       1.466307567466e-13      -9.693103370834e-05       0.000000000000e+00      6.948665939645e+182       4.776994794602e+25       7.642472715650e-05 
  130       2.935974057649e+26       1.472854724238e-13      -1.180679687497e-04       0.000000000000e+00      6.780735640096e+182       2.761125754536e+25       7.840254285856e-05 
  131       2.754594386696e+26       1.478757379641e-13      -1.389587993421e-04       0.000000000000e+00      6.617007594861e+182       6.011734104082e+24       8.020714599839e-05 
  132       2.558499572148e+26       1.484009434386e-13      -1.589839658704e-04       0.000000000000e+00      6.457434986989e+182      -1.651371470661e+25       8.179864682613e-05 
  133       2.353992379708e+26       1.488605434133e-13      -1.774877345632e-04       0.000000000000e+00      6.301949366548e+182      -3.941685569002e+25       8.313515147834e-05 
  134       2.147776113830e+26       1.492540585804e-13      -1.937775287698e-04       0.000000000000e+00      6.150460089344e+182      -6.211549322342e+25       8.417272700329e-05 
  135       1.946962194289e+26       1.495810773902e-13      -2.071232602354e-04       0.000000000000e+00      6.002853755635e+182      -8.399283235761e+25       8.486536638624e-05 
  136       1.759077732755e+26       1.498412576821e-13      -2.167566603782e-04       0.000000000000e+00      5.858993648854e+182      -1.043968419164e+26       8.516495357475e-05 
  137       1.591315461933e+26       1.500343554491e-13      -2.220444549938e-04       0.000000000000e+00      5.718751869048e+182      -1.227754312773e+26       8.503080286108e-05 
  138       1.448179885448e+26       1.501603110372e-13      -2.230295286997e-04       0.000000000000e+00      5.582110674137e+182      -1.390991159671e+26       8.445946515175e-05 
  139       1.333610785064e+26       1.502191750002e-13      -2.199447525075e-04       0.000000000000e+00      5.449070609969e+182      -1.534810851739e+26       8.345795407116e-05 
  140       1.251721755108e+26       1.502110835551e-13      -2.130445956373e-04       0.000000000000e+00      5.319618406051e+182      -1.660455354619e+26       8.203447390490e-05 
  141       1.206802970112e+26       1.501362603851e-13      -2.026055602114e-04       0.000000000000e+00      5.193726621785e+182      -1.769278959062e+26       8.019844539524e-05 
  142       1.203323952455e+26       1.499950184434e-13      -1.889266159482e-04       0.000000000000e+00      5.071353292703e+182      -1.862750532280e+26       7.796053153676e-05 
  143       1.245936339999e+26       1.497877617570e-13      -1.723296348561e-04       0.000000000000e+00      4.952441576708e+182      -1.942455769292e+26       7.533266337193e-05 
  144       1.339476653732e+26       1.495149872306e-13      -1.531598259267e-04       0.000000000000e+00      4.836919400309e+182      -2.010099444275e+26       7.232806578663e-05 
  145       1.488969065407e+26       1.491772864497e-13      -1.317861698290e-04       0.000000000000e+00      4.724699104860e+182      -2.067507661916e+26       6.896128330580e-05 
  146       1.699628165181e+26       1.487753474848e-13      -1.086018536029e-04       0.000000000000e+00      4.615677092795e+182      -2.116630108755e+26       6.524820588893e-05 
  147       1.976861729257e+26       1.483099566951e-13      -8.402470535316e-05       0.000000000000e+00      4.509733473869e+182      -2.159542304538e+26       6.120609472573e-05 
  148       2.326273487520e+26       1.477820005319e-13      -5.849762894278e-05       0.000000000000e+00      4.406731711392e+182      -2.198447853567e+26       5.685360803161e-05 
  149       2.753665891182e+26       1.471924673421e-13      -3.248903868704e-05       0.000000000000e+00      4.306518268469e+182      -2.235680696049e+26       5.221082684333e-05 
  150       3.265042880418e+26       1.465424491728e-13      -6.493294047119e-06       0.000000000000e+00      4.208922254235e+182      -2.273707359442e+26       4.729928081452e-05 
  151       3.866612652008e+26       1.458331435738e-13       1.896886567621e-05       0.000000000000e+00      4.113755070094e+182      -2.315129209808e+26       4.214197401128e-05 
  152       4.564790426974e+26       1.450658554024e-13       4.334988664877e-05       0.000000000000e+00      4.020810055959e+182      -2.362684703161e+26       3.676341070778e-05 
  153       5.362838929335e+26       1.442419807698e-13       6.614428271050e-05       0.000000000000e+00      3.929905788759e+182      -2.418504108279e+26       3.120847608135e-05 
  154       6.250432675157e+26       1.433629534099e-13       8.710340021145e-05       0.000000000000e+00      3.841021250467e+182      -2.481790999529e+26       2.560099846105e-05 
  155       7.213124580250e+26       1.424302967420e-13       1.060398769228e-04       0.000000000000e+00      3.754172606188e+182      -2.550928578007e+26       2.009070420652e-05 
  156       8.235606845954e+26       1.414456429779e-13       1.227600380243e-04       0.000000000000e+00      3.669370550564e+182      -2.624206291431e+26       1.483497276812e-05 
  157       9.301696602830e+26       1.404107348348e-13       1.370638144381e-04       0.000000000000e+00      3.586620176326e+182      -2.699818278367e+26       9.998958509499e-06 
  158       1.039432155434e+27       1.393274272478e-13       1.487446611618e-04       0.000000000000e+00      3.505920842851e+182      -2.775861812454e+26       5.755712530208e-06 
  159       1.149550562052e+27       1.381976890825e-13       1.575894756024e-04       0.000000000000e+00      3.427266044722e+182      -2.850335746631e+26       2.286304488217e-06 
  160       1.258635458168e+27       1.370236048482e-13       1.633785159096e-04       0.000000000000e+00      3.350643280277e+182      -2.921138957365e+26      -2.200555775009e-07 
  161       1.364704172209e+27       1.358073764104e-13       1.658853193094e-04       0.000000000000e+00      3.276033920171e+182      -2.986068788877e+26      -1.565895424408e-06 
  162       1.465679347364e+27       1.345513247034e-13       1.648766204375e-04       0.000000000000e+00      3.203413075931e+182      -3.042819497365e+26      -1.545358783835e-06 
  163       1.559387505954e+27       1.332578914432e-13       1.601122696730e-04       0.000000000000e+00      3.132749468508e+182      -3.088980695239e+26       5.591646158275e-08 
  164       1.643557613799e+27       1.319296408405e-13       1.513451514718e-04       0.000000000000e+00      3.064005296840e+182      -3.122035795337e+26       3.460920100470e-06 
  165       1.715819644590e+27       1.305692613130e-13       1.383211027002e-04       0.000000000000e+00      2.997136106402e+182      -3.139360455161e+26       8.901391415276e-06 
  166       1.773703144252e+27       1.291795671983e-13       1.207788309684e-04       0.000000000000e+00      2.932090657765e+182      -3.138221021097e+26       1.661794100484e-05 
  167       1.814635795316e+27       1.277635004668e-13       9.844983296387e-05       0.000000000000e+00      2.868810795154e+182      -3.115772972645e+26       2.686017260696e-05 
  168       1.835941981286e+27       1.263241324344e-13       7.105831278511e-05       0.000000000000e+00      2.807231314998e+182      -3.069059366645e+26       3.988680492096e-05 
  169       1.834841351009e+27       1.248646654750e-13       3.832110027503e-05       0.000000000000e+00      2.747279834493e+182      -2.995009281502e+26       5.596579343023e-05 
  170       1.808447383039e+27       1.233884347337e-13      -5.243064547178e-08       0.000000000000e+00      2.688876660154e+182      -2.890436261416e+26       7.537445222482e-05 
  171       1.754890449065e+27       1.218988079998e-13      -4.418572059726e-05       0.000000000000e+00      2.631948063345e+182      -2.753685586149e+26       9.828128712280e-05 
  172       1.676795091723e+27       1.203988723733e-13      -9.349458891388e-05       0.000000000000e+00      2.576467624208e+182      -2.589733467968e+26       1.243801834405e-04 
  173       1.578091284866e+27       1.188917246328e-13      -1.471825540377e-04       0.000000000000e+00      2.522418099210e+182      -2.405512029582e+26       1.532258078321e-04 
  174       1.462919161477e+27       1.173805720110e-13      -2.044108739232e-04       0.000000000000e+00      2.469778248302e+182      -2.208303882637e+26       1.843487933434e-04 
