# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   95       3.442646836677e-10       9.486252820004e-14      -2.700808841360e-12       3.536288401672e-16       1.115144270849e-11       1.679898465467e-12      -7.268887497707e-15 
   96       3.483624533543e-10       9.693074566318e-14      -2.789107713349e-12       3.611813289761e-16       1.085409671691e-11       1.645029276592e-12      -7.205316812011e-15 
   97       3.524890986373e-10       9.898684722390e-14      -2.877764050675e-12       3.688192098057e-16       1.056708532732e-11       1.611241569928e-12      -7.145485429356e-15 
   98       3.566434830663e-10       1.010287542873e-13      -2.966706260938e-12       3.765429719027e-16       1.028944512481e-11       1.578451281654e-12      -7.089793587643e-15 
   99       3.608245125818e-10       1.030543994498e-13      -3.055862426720e-12       3.843531275606e-16       1.002027382669e-11       1.546578245159e-12      -7.038503736427e-15 
  100       3.650320433232e-10       1.050618807437e-13      -3.145164494846e-12       3.922502172348e-16       9.759438530619e-12       1.515611562253e-12      -6.991299018647e-15 
  101       3.692660863768e-10       1.070493297055e-13      -3.234544697441e-12       4.002348059686e-16       9.506958753291e-12       1.485552523550e-12      -6.947661381900e-15 
  102       3.735265239161e-10       1.090148653779e-13      -3.323934305616e-12       4.083074824281e-16       9.262787401194e-12       1.456394298216e-12      -6.907003572488e-15 
  103       3.778131037672e-10       1.109565950956e-13      -3.413263653130e-12       4.164688593579e-16       9.026808393242e-12       1.428121642590e-12      -6.868667132325e-15 
  104       3.821254339740e-10       1.128726152725e-13      -3.502462160066e-12       4.247195740367e-16       8.798834283414e-12       1.400710608813e-12      -6.831920395836e-15 
  105       3.864629773631e-10       1.147610121881e-13      -3.591458356498e-12       4.330602887328e-16       8.578603883400e-12       1.374128253446e-12      -6.795956486859e-15 
  106       3.908250461093e-10       1.166198627742e-13      -3.680179906162e-12       4.414916911599e-16       8.365779885237e-12       1.348332346094e-12      -6.759891315543e-15 
  107       3.952107963007e-10       1.184472354015e-13      -3.768553630121e-12       4.500144949324e-16       8.159946483958e-12       1.323271078033e-12      -6.722761575254e-15 
  108       3.996192225040e-10       1.202411906662e-13      -3.856505530443e-12       4.586294400212e-16       7.960607000223e-12       1.298882770834e-12      -6.683522739476e-15 
  109       4.040491523293e-10       1.219997821766e-13      -3.943960813862e-12       4.673372932093e-16       7.767181502971e-12       1.275095584980e-12      -6.641047058708e-15 
  110       4.084994409578e-10       1.237211056363e-13      -4.030844449432e-12       4.761388278725e-16       7.579137382472e-12       1.251844203010e-12      -6.594375891435e-15 
  111       4.129695946774e-10       1.254034515432e-13      -4.117082871799e-12       4.850347594026e-16       7.396405162484e-12       1.229122930695e-12      -6.543517697266e-15 
  112       4.174592173462e-10       1.270451735956e-13      -4.202602541219e-12       4.940258023343e-16       7.219011701537e-12       1.206938877983e-12      -6.488748896042e-15 
  113       4.219678141344e-10       1.286446433899e-13      -4.287329457652e-12       5.031126905301e-16       7.046950941020e-12       1.185295468849e-12      -6.430369153800e-15 
  114       4.264947880541e-10       1.302002516813e-13      -4.371189189681e-12       5.122961774333e-16       6.880182834466e-12       1.164192316744e-12      -6.368701879277e-15 
  115       4.310394364907e-10       1.317104096458e-13      -4.454106903427e-12       5.215770363203e-16       6.718632276826e-12       1.143625100043e-12      -6.304094720401e-15 
  116       4.356009477324e-10       1.331735501410e-13      -4.536007391466e-12       5.309560605526e-16       6.562188033749e-12       1.123585437498e-12      -6.236920060798e-15 
  117       4.401783975012e-10       1.345881289676e-13      -4.616815101750e-12       5.404340638297e-16       6.410701670862e-12       1.104060763682e-12      -6.167575516287e-15 
  118       4.447707454831e-10       1.359526261305e-13      -4.696454166522e-12       5.500118804415e-16       6.263986483052e-12       1.085034204443e-12      -6.096484431379e-15 
  119       4.493768318585e-10       1.372655471005e-13      -4.774848431233e-12       5.596903655202e-16       6.121816423739e-12       1.066484452351e-12      -6.024096375779e-15 
  120       4.539953738329e-10       1.385254240749e-13      -4.851921483463e-12       5.694703952931e-16       5.983925034162e-12       1.048385642146e-12      -5.950887640881e-15 
  121       4.586249621668e-10       1.397308172396e-13      -4.927596681833e-12       5.793528673351e-16       5.850004372651e-12       1.030707226192e-12      -5.877361736269e-15 
  122       4.632640577068e-10       1.408803160298e-13      -5.001797184928e-12       5.893387008208e-16       5.719703943916e-12       1.013413849920e-12      -5.804049886218e-15 
